"d_id","age","capacity","model","fail"
701,17,"300GB","Toshiba",FALSE
702,18,"600GB","Toshiba",FALSE
703,16,"300GB","Hitachi",FALSE
704,24,"300GB","Fujitsu",FALSE
705,16,"300GB","Fujitsu",FALSE
706,18,"600GB","Toshiba",FALSE
707,14,"600GB","Seagate",FALSE
708,13,"1TB","Seagate",FALSE
709,14,"1TB","Fujitsu",FALSE
710,7,"300GB","Fujitsu",FALSE
711,14,"300GB","Hitachi",FALSE
712,21,"1TB","Seagate",FALSE
713,16,"1TB","Seagate",FALSE
714,21,"1TB","Fujitsu",FALSE
715,13,"1TB","Fujitsu",FALSE
716,17,"300GB","Hitachi",FALSE
717,20,"300GB","Seagate",FALSE
718,17,"600GB","Toshiba",FALSE
719,16,"300GB","Hitachi",FALSE
720,17,"1TB","Toshiba",FALSE
721,12,"300GB","Seagate",FALSE
722,14,"600GB","Toshiba",FALSE
723,16,"300GB","Fujitsu",FALSE
724,19,"600GB","Fujitsu",FALSE
725,22,"300GB","Hitachi",FALSE
726,14,"1TB","Toshiba",FALSE
727,11,"300GB","Toshiba",FALSE
728,11,"300GB","Toshiba",FALSE
729,23,"300GB","Seagate",FALSE
730,17,"1TB","Seagate",FALSE
731,11,"300GB","Seagate",FALSE
732,17,"600GB","Toshiba",FALSE
733,13,"1TB","Toshiba",FALSE
734,18,"600GB","Seagate",FALSE
735,15,"1TB","Seagate",FALSE
736,13,"300GB","Seagate",FALSE
737,13,"1TB","Hitachi",FALSE
738,18,"1TB","Toshiba",FALSE
739,14,"1TB","Hitachi",FALSE
740,12,"1TB","Hitachi",FALSE
741,14,"1TB","Hitachi",FALSE
742,30,"600GB","Hitachi",FALSE
743,15,"1TB","Seagate",FALSE
744,21,"300GB","Seagate",FALSE
745,17,"600GB","Hitachi",FALSE
746,18,"300GB","Hitachi",FALSE
747,14,"600GB","Toshiba",FALSE
748,14,"300GB","Toshiba",FALSE
749,14,"1TB","Hitachi",FALSE
750,15,"1TB","Seagate",FALSE
751,12,"600GB","Toshiba",FALSE
752,17,"300GB","Hitachi",FALSE
753,11,"1TB","Seagate",FALSE
754,14,"1TB","Seagate",FALSE
755,9,"600GB","Seagate",FALSE
756,19,"1TB","Toshiba",FALSE
757,16,"600GB","Seagate",FALSE
758,19,"600GB","Seagate",FALSE
759,11,"1TB","Toshiba",FALSE
760,11,"600GB","Hitachi",FALSE
761,22,"300GB","Hitachi",FALSE
762,16,"300GB","Seagate",FALSE
763,13,"600GB","Hitachi",FALSE
764,24,"1TB","Seagate",FALSE
765,13,"1TB","Hitachi",FALSE
766,19,"600GB","Toshiba",FALSE
767,25,"1TB","Toshiba",FALSE
768,11,"600GB","Seagate",FALSE
769,15,"1TB","Toshiba",FALSE
770,15,"1TB","Seagate",FALSE
771,24,"600GB","Fujitsu",FALSE
772,16,"1TB","Hitachi",FALSE
773,21,"300GB","Hitachi",FALSE
774,13,"1TB","Toshiba",FALSE
775,16,"1TB","Toshiba",FALSE
776,25,"1TB","Seagate",FALSE
777,16,"1TB","Hitachi",FALSE
778,14,"600GB","Toshiba",FALSE
779,13,"1TB","Hitachi",FALSE
780,10,"600GB","Hitachi",FALSE
781,12,"1TB","Toshiba",FALSE
782,11,"600GB","Seagate",FALSE
783,15,"600GB","Fujitsu",FALSE
784,15,"300GB","Fujitsu",FALSE
785,17,"1TB","Hitachi",FALSE
786,16,"300GB","Seagate",FALSE
787,15,"1TB","Toshiba",FALSE
788,17,"1TB","Hitachi",FALSE
789,15,"1TB","Seagate",FALSE
790,7,"1TB","Hitachi",FALSE
791,16,"300GB","Toshiba",FALSE
792,11,"1TB","Toshiba",FALSE
793,17,"1TB","Fujitsu",FALSE
794,13,"1TB","Fujitsu",FALSE
795,13,"300GB","Hitachi",FALSE
796,19,"300GB","Seagate",FALSE
797,14,"1TB","Fujitsu",FALSE
798,20,"600GB","Toshiba",FALSE
799,24,"1TB","Toshiba",FALSE
800,16,"1TB","Seagate",FALSE
801,12,"1TB","Fujitsu",FALSE
802,18,"1TB","Fujitsu",FALSE
803,18,"1TB","Fujitsu",FALSE
804,20,"1TB","Toshiba",FALSE
805,19,"1TB","Hitachi",FALSE
806,16,"1TB","Fujitsu",FALSE
807,21,"600GB","Toshiba",FALSE
808,13,"1TB","Hitachi",FALSE
809,15,"600GB","Seagate",FALSE
810,18,"600GB","Toshiba",FALSE
811,16,"300GB","Toshiba",FALSE
812,25,"300GB","Hitachi",FALSE
813,23,"1TB","Fujitsu",FALSE
814,13,"300GB","Seagate",FALSE
815,19,"600GB","Seagate",FALSE
816,10,"300GB","Fujitsu",FALSE
817,12,"1TB","Fujitsu",FALSE
818,19,"600GB","Fujitsu",FALSE
819,15,"1TB","Seagate",FALSE
820,8,"1TB","Seagate",FALSE
821,14,"300GB","Toshiba",FALSE
822,17,"300GB","Hitachi",FALSE
823,17,"600GB","Hitachi",FALSE
824,8,"300GB","Toshiba",FALSE
825,7,"300GB","Toshiba",FALSE
826,22,"1TB","Hitachi",FALSE
827,13,"600GB","Seagate",FALSE
828,17,"1TB","Seagate",FALSE
829,16,"300GB","Toshiba",FALSE
830,15,"1TB","Hitachi",FALSE
831,20,"600GB","Hitachi",FALSE
832,14,"300GB","Toshiba",FALSE
833,22,"1TB","Seagate",FALSE
834,16,"300GB","Seagate",FALSE
835,16,"1TB","Fujitsu",FALSE
836,15,"600GB","Seagate",FALSE
837,22,"1TB","Toshiba",FALSE
838,15,"1TB","Seagate",FALSE
839,21,"300GB","Seagate",FALSE
840,14,"300GB","Toshiba",FALSE
841,25,"600GB","Hitachi",FALSE
842,19,"1TB","Toshiba",FALSE
843,20,"300GB","Toshiba",FALSE
844,14,"600GB","Fujitsu",FALSE
845,17,"300GB","Seagate",FALSE
846,10,"1TB","Hitachi",FALSE
847,20,"600GB","Fujitsu",FALSE
848,17,"600GB","Toshiba",FALSE
849,12,"1TB","Seagate",FALSE
850,22,"1TB","Toshiba",FALSE
851,15,"300GB","Seagate",FALSE
852,11,"300GB","Hitachi",FALSE
853,11,"600GB","Seagate",FALSE
854,20,"300GB","Toshiba",FALSE
855,17,"600GB","Toshiba",FALSE
856,17,"1TB","Fujitsu",FALSE
857,17,"300GB","Seagate",FALSE
858,12,"1TB","Hitachi",FALSE
859,9,"600GB","Fujitsu",FALSE
860,15,"600GB","Fujitsu",FALSE
861,13,"1TB","Hitachi",FALSE
862,10,"1TB","Hitachi",FALSE
863,17,"1TB","Seagate",FALSE
864,14,"300GB","Hitachi",FALSE
865,15,"300GB","Fujitsu",FALSE
866,13,"300GB","Seagate",FALSE
867,21,"600GB","Toshiba",FALSE
868,13,"1TB","Toshiba",FALSE
869,19,"1TB","Hitachi",FALSE
870,19,"600GB","Seagate",FALSE
871,11,"600GB","Seagate",FALSE
872,15,"300GB","Fujitsu",FALSE
873,15,"1TB","Fujitsu",FALSE
874,20,"1TB","Hitachi",FALSE
875,15,"1TB","Fujitsu",FALSE
876,16,"1TB","Hitachi",FALSE
877,7,"600GB","Toshiba",FALSE
878,14,"300GB","Hitachi",FALSE
879,18,"1TB","Hitachi",FALSE
880,21,"1TB","Fujitsu",FALSE
881,16,"600GB","Fujitsu",FALSE
882,13,"300GB","Fujitsu",FALSE
883,12,"600GB","Hitachi",FALSE
884,17,"600GB","Hitachi",FALSE
885,14,"300GB","Fujitsu",FALSE
886,9,"600GB","Seagate",FALSE
887,21,"300GB","Toshiba",FALSE
888,21,"1TB","Hitachi",FALSE
889,11,"600GB","Hitachi",FALSE
890,11,"1TB","Seagate",FALSE
891,8,"600GB","Hitachi",FALSE
892,23,"1TB","Toshiba",FALSE
893,12,"1TB","Seagate",FALSE
894,13,"600GB","Seagate",FALSE
895,22,"1TB","Toshiba",FALSE
896,18,"300GB","Hitachi",FALSE
897,13,"300GB","Toshiba",FALSE
898,15,"1TB","Fujitsu",FALSE
899,20,"1TB","Fujitsu",FALSE
900,21,"600GB","Toshiba",FALSE
901,19,"600GB","Fujitsu",FALSE
902,10,"300GB","Hitachi",FALSE
903,15,"300GB","Hitachi",FALSE
904,18,"600GB","Hitachi",FALSE
905,21,"600GB","Seagate",FALSE
906,17,"600GB","Fujitsu",FALSE
907,22,"600GB","Hitachi",FALSE
908,15,"600GB","Toshiba",FALSE
909,17,"1TB","Hitachi",FALSE
910,14,"300GB","Hitachi",FALSE
911,13,"600GB","Toshiba",FALSE
912,12,"600GB","Seagate",FALSE
913,12,"1TB","Toshiba",FALSE
914,23,"600GB","Hitachi",FALSE
915,23,"300GB","Seagate",FALSE
916,10,"1TB","Toshiba",FALSE
917,15,"1TB","Fujitsu",FALSE
918,13,"1TB","Toshiba",FALSE
919,19,"600GB","Fujitsu",FALSE
920,13,"600GB","Hitachi",FALSE
921,18,"1TB","Seagate",FALSE
922,16,"600GB","Seagate",FALSE
923,13,"1TB","Hitachi",FALSE
924,17,"1TB","Hitachi",FALSE
925,19,"600GB","Seagate",FALSE
926,13,"1TB","Seagate",FALSE
927,20,"1TB","Toshiba",FALSE
928,12,"300GB","Hitachi",FALSE
929,21,"1TB","Fujitsu",FALSE
930,17,"1TB","Hitachi",FALSE
931,16,"300GB","Fujitsu",FALSE
932,20,"600GB","Hitachi",FALSE
933,14,"300GB","Seagate",FALSE
934,14,"300GB","Fujitsu",FALSE
935,13,"600GB","Seagate",FALSE
936,16,"300GB","Seagate",FALSE
937,12,"1TB","Fujitsu",FALSE
938,15,"600GB","Seagate",FALSE
939,21,"300GB","Toshiba",FALSE
940,20,"600GB","Hitachi",FALSE
941,15,"600GB","Fujitsu",FALSE
942,19,"1TB","Toshiba",FALSE
943,19,"1TB","Fujitsu",FALSE
944,9,"1TB","Fujitsu",FALSE
945,13,"1TB","Hitachi",FALSE
946,15,"1TB","Toshiba",FALSE
947,14,"1TB","Seagate",FALSE
948,17,"1TB","Hitachi",FALSE
949,13,"300GB","Seagate",FALSE
950,18,"600GB","Seagate",FALSE
951,16,"1TB","Toshiba",FALSE
952,18,"600GB","Fujitsu",FALSE
953,13,"1TB","Toshiba",FALSE
954,10,"600GB","Fujitsu",FALSE
955,16,"1TB","Hitachi",FALSE
956,14,"600GB","Fujitsu",FALSE
957,19,"600GB","Toshiba",FALSE
958,11,"600GB","Seagate",FALSE
959,22,"600GB","Toshiba",FALSE
960,14,"1TB","Hitachi",FALSE
961,20,"1TB","Hitachi",FALSE
962,16,"1TB","Hitachi",FALSE
963,17,"1TB","Fujitsu",FALSE
964,18,"300GB","Toshiba",FALSE
965,14,"1TB","Seagate",FALSE
966,23,"300GB","Toshiba",FALSE
967,15,"600GB","Toshiba",FALSE
968,13,"1TB","Seagate",FALSE
969,24,"300GB","Fujitsu",FALSE
970,19,"1TB","Toshiba",FALSE
971,20,"1TB","Seagate",FALSE
972,22,"300GB","Hitachi",FALSE
973,14,"600GB","Fujitsu",FALSE
974,17,"600GB","Hitachi",FALSE
975,28,"300GB","Hitachi",FALSE
976,20,"1TB","Toshiba",FALSE
977,17,"300GB","Toshiba",FALSE
978,20,"600GB","Fujitsu",FALSE
979,12,"1TB","Fujitsu",FALSE
980,18,"300GB","Toshiba",FALSE
981,18,"1TB","Seagate",FALSE
982,20,"1TB","Toshiba",FALSE
983,16,"600GB","Fujitsu",FALSE
984,15,"1TB","Toshiba",FALSE
985,12,"600GB","Toshiba",FALSE
986,12,"1TB","Fujitsu",FALSE
987,10,"600GB","Toshiba",FALSE
988,19,"300GB","Seagate",FALSE
989,11,"1TB","Seagate",FALSE
990,17,"600GB","Hitachi",FALSE
991,21,"300GB","Toshiba",FALSE
992,22,"1TB","Toshiba",FALSE
993,15,"1TB","Hitachi",FALSE
994,10,"1TB","Toshiba",FALSE
995,10,"600GB","Seagate",FALSE
996,19,"300GB","Fujitsu",FALSE
997,18,"1TB","Seagate",FALSE
998,20,"1TB","Fujitsu",FALSE
999,21,"300GB","Fujitsu",FALSE
1000,19,"300GB","Seagate",FALSE
1001,11,"1TB","Fujitsu",FALSE
1002,15,"300GB","Toshiba",FALSE
1003,12,"1TB","Fujitsu",FALSE
1004,7,"300GB","Fujitsu",FALSE
1005,23,"1TB","Seagate",FALSE
1006,20,"1TB","Toshiba",FALSE
1007,19,"1TB","Toshiba",FALSE
1008,11,"600GB","Toshiba",FALSE
1009,17,"300GB","Hitachi",FALSE
1010,13,"1TB","Toshiba",FALSE
1011,11,"1TB","Seagate",FALSE
1012,19,"1TB","Toshiba",FALSE
1013,22,"1TB","Fujitsu",FALSE
1014,13,"1TB","Fujitsu",FALSE
1015,23,"300GB","Toshiba",FALSE
1016,22,"1TB","Toshiba",FALSE
1017,19,"300GB","Hitachi",FALSE
1018,15,"1TB","Seagate",FALSE
1019,9,"300GB","Hitachi",FALSE
1020,18,"1TB","Seagate",FALSE
1021,13,"1TB","Toshiba",FALSE
1022,16,"300GB","Toshiba",FALSE
1023,16,"600GB","Toshiba",FALSE
1024,11,"600GB","Hitachi",FALSE
1025,21,"600GB","Hitachi",FALSE
1026,23,"600GB","Seagate",FALSE
1027,17,"1TB","Fujitsu",FALSE
1028,15,"600GB","Toshiba",FALSE
1029,15,"1TB","Fujitsu",FALSE
1030,20,"1TB","Seagate",FALSE
1031,17,"600GB","Seagate",FALSE
1032,14,"600GB","Toshiba",FALSE
1033,20,"1TB","Toshiba",FALSE
1034,17,"1TB","Fujitsu",FALSE
1035,16,"1TB","Fujitsu",FALSE
1036,11,"300GB","Fujitsu",FALSE
1037,18,"300GB","Fujitsu",FALSE
1038,20,"600GB","Toshiba",FALSE
1039,15,"300GB","Fujitsu",FALSE
1040,23,"300GB","Fujitsu",FALSE
1041,16,"1TB","Fujitsu",FALSE
1042,18,"1TB","Toshiba",FALSE
1043,17,"1TB","Hitachi",FALSE
1044,19,"1TB","Seagate",FALSE
1045,14,"300GB","Fujitsu",FALSE
1046,13,"1TB","Toshiba",FALSE
1047,27,"1TB","Toshiba",FALSE
1048,15,"1TB","Fujitsu",FALSE
1049,13,"1TB","Hitachi",FALSE
1050,10,"1TB","Fujitsu",FALSE
1051,17,"300GB","Seagate",FALSE
1052,11,"600GB","Hitachi",FALSE
1053,16,"600GB","Fujitsu",FALSE
1054,16,"600GB","Seagate",FALSE
1055,13,"600GB","Seagate",FALSE
1056,24,"600GB","Seagate",FALSE
1057,20,"1TB","Seagate",FALSE
1058,23,"1TB","Seagate",FALSE
1059,14,"600GB","Hitachi",FALSE
1060,8,"600GB","Toshiba",FALSE
1061,12,"300GB","Toshiba",FALSE
1062,20,"1TB","Seagate",FALSE
1063,18,"1TB","Fujitsu",FALSE
1064,16,"300GB","Toshiba",FALSE
1065,11,"600GB","Toshiba",FALSE
1066,12,"600GB","Toshiba",FALSE
1067,10,"1TB","Hitachi",FALSE
1068,24,"600GB","Hitachi",FALSE
1069,16,"300GB","Hitachi",FALSE
1070,12,"300GB","Seagate",FALSE
1071,14,"1TB","Seagate",FALSE
1072,15,"1TB","Seagate",FALSE
1073,16,"600GB","Hitachi",FALSE
1074,12,"1TB","Hitachi",FALSE
1075,18,"300GB","Seagate",FALSE
1076,12,"1TB","Toshiba",FALSE
1077,17,"300GB","Seagate",FALSE
1078,16,"1TB","Seagate",FALSE
1079,22,"300GB","Seagate",FALSE
1080,15,"600GB","Hitachi",FALSE
1081,13,"300GB","Hitachi",FALSE
1082,8,"300GB","Fujitsu",FALSE
1083,20,"600GB","Toshiba",FALSE
1084,23,"1TB","Fujitsu",FALSE
1085,14,"1TB","Seagate",FALSE
1086,16,"300GB","Fujitsu",FALSE
1087,16,"300GB","Hitachi",FALSE
1088,9,"600GB","Fujitsu",FALSE
1089,11,"300GB","Toshiba",FALSE
1090,18,"1TB","Hitachi",FALSE
1091,13,"300GB","Seagate",FALSE
1092,26,"300GB","Hitachi",FALSE
1093,18,"300GB","Toshiba",FALSE
1094,15,"300GB","Fujitsu",FALSE
1095,17,"600GB","Fujitsu",FALSE
1096,13,"600GB","Seagate",FALSE
1097,21,"1TB","Toshiba",FALSE
1098,17,"300GB","Seagate",FALSE
1099,18,"1TB","Fujitsu",FALSE
1100,12,"1TB","Hitachi",FALSE
1101,16,"1TB","Hitachi",FALSE
1102,18,"1TB","Seagate",FALSE
1103,21,"600GB","Fujitsu",FALSE
1104,16,"600GB","Hitachi",FALSE
1105,26,"600GB","Hitachi",FALSE
1106,12,"1TB","Fujitsu",FALSE
1107,10,"300GB","Seagate",FALSE
1108,13,"1TB","Seagate",FALSE
1109,19,"1TB","Toshiba",FALSE
1110,15,"1TB","Fujitsu",FALSE
1111,19,"1TB","Seagate",FALSE
1112,16,"600GB","Toshiba",FALSE
1113,10,"600GB","Toshiba",FALSE
1114,18,"600GB","Fujitsu",FALSE
1115,16,"600GB","Toshiba",FALSE
1116,14,"300GB","Toshiba",FALSE
1117,11,"300GB","Seagate",FALSE
1118,20,"600GB","Toshiba",FALSE
1119,12,"1TB","Fujitsu",FALSE
1120,17,"300GB","Seagate",FALSE
1121,16,"600GB","Fujitsu",FALSE
1122,17,"1TB","Toshiba",FALSE
1123,14,"1TB","Hitachi",FALSE
1124,13,"300GB","Seagate",FALSE
1125,11,"1TB","Hitachi",FALSE
1126,15,"300GB","Hitachi",FALSE
1127,12,"600GB","Toshiba",FALSE
1128,15,"300GB","Hitachi",FALSE
1129,14,"300GB","Hitachi",FALSE
1130,18,"1TB","Toshiba",FALSE
1131,17,"600GB","Fujitsu",FALSE
1132,11,"600GB","Seagate",FALSE
1133,12,"600GB","Toshiba",FALSE
1134,30,"300GB","Fujitsu",FALSE
1135,17,"1TB","Fujitsu",FALSE
1136,27,"1TB","Hitachi",FALSE
1137,15,"300GB","Toshiba",FALSE
1138,15,"600GB","Hitachi",FALSE
1139,12,"300GB","Seagate",FALSE
1140,16,"1TB","Toshiba",FALSE
1141,17,"300GB","Hitachi",FALSE
1142,28,"1TB","Fujitsu",FALSE
1143,19,"600GB","Seagate",FALSE
1144,10,"1TB","Toshiba",FALSE
1145,21,"300GB","Toshiba",FALSE
1146,14,"600GB","Seagate",FALSE
1147,18,"1TB","Hitachi",FALSE
1148,16,"1TB","Fujitsu",FALSE
1149,12,"600GB","Toshiba",FALSE
1150,18,"600GB","Toshiba",FALSE
1151,19,"600GB","Hitachi",FALSE
1152,17,"1TB","Hitachi",FALSE
1153,19,"300GB","Hitachi",FALSE
1154,16,"1TB","Toshiba",FALSE
1155,17,"1TB","Fujitsu",FALSE
1156,17,"300GB","Hitachi",FALSE
1157,11,"1TB","Fujitsu",FALSE
1158,19,"300GB","Hitachi",FALSE
1159,15,"1TB","Hitachi",FALSE
1160,17,"600GB","Seagate",FALSE
1161,18,"300GB","Hitachi",FALSE
1162,15,"1TB","Toshiba",FALSE
1163,18,"1TB","Seagate",FALSE
1164,16,"1TB","Toshiba",FALSE
1165,18,"600GB","Fujitsu",FALSE
1166,15,"600GB","Fujitsu",FALSE
1167,15,"600GB","Fujitsu",FALSE
1168,19,"300GB","Hitachi",FALSE
1169,19,"1TB","Toshiba",FALSE
1170,16,"600GB","Hitachi",FALSE
1171,15,"300GB","Fujitsu",FALSE
1172,17,"300GB","Hitachi",FALSE
1173,12,"300GB","Toshiba",FALSE
1174,17,"300GB","Seagate",FALSE
1175,16,"300GB","Fujitsu",FALSE
1176,11,"1TB","Toshiba",FALSE
1177,18,"300GB","Hitachi",FALSE
1178,16,"600GB","Toshiba",FALSE
1179,13,"1TB","Seagate",FALSE
1180,17,"600GB","Hitachi",FALSE
1181,16,"1TB","Toshiba",FALSE
1182,11,"600GB","Toshiba",FALSE
1183,20,"1TB","Fujitsu",FALSE
1184,10,"1TB","Hitachi",FALSE
1185,17,"1TB","Hitachi",FALSE
1186,19,"1TB","Hitachi",FALSE
1187,20,"300GB","Toshiba",FALSE
1188,14,"300GB","Hitachi",FALSE
1189,15,"300GB","Hitachi",FALSE
1190,17,"600GB","Hitachi",FALSE
1191,17,"600GB","Fujitsu",FALSE
1192,17,"600GB","Hitachi",FALSE
1193,20,"300GB","Toshiba",FALSE
1194,14,"1TB","Hitachi",FALSE
1195,21,"1TB","Toshiba",FALSE
1196,15,"1TB","Hitachi",FALSE
1197,14,"600GB","Seagate",FALSE
1198,13,"1TB","Seagate",FALSE
1199,23,"600GB","Seagate",FALSE
1200,18,"300GB","Hitachi",FALSE
1201,17,"1TB","Toshiba",FALSE
1202,20,"600GB","Toshiba",FALSE
1203,20,"600GB","Hitachi",FALSE
1204,17,"600GB","Toshiba",FALSE
1205,22,"600GB","Toshiba",FALSE
1206,17,"1TB","Fujitsu",FALSE
1207,8,"300GB","Fujitsu",FALSE
1208,23,"600GB","Hitachi",FALSE
1209,12,"600GB","Hitachi",FALSE
1210,16,"1TB","Fujitsu",FALSE
1211,19,"600GB","Toshiba",FALSE
1212,17,"1TB","Seagate",FALSE
1213,16,"300GB","Seagate",FALSE
1214,14,"600GB","Toshiba",FALSE
1215,10,"600GB","Hitachi",FALSE
1216,12,"1TB","Fujitsu",FALSE
1217,17,"600GB","Hitachi",FALSE
1218,20,"600GB","Seagate",FALSE
1219,11,"600GB","Toshiba",FALSE
1220,15,"600GB","Seagate",FALSE
1221,10,"1TB","Toshiba",FALSE
1222,16,"1TB","Seagate",FALSE
1223,21,"600GB","Seagate",FALSE
1224,20,"1TB","Seagate",FALSE
1225,15,"1TB","Hitachi",FALSE
1226,19,"300GB","Toshiba",FALSE
1227,7,"300GB","Seagate",FALSE
1228,17,"600GB","Hitachi",FALSE
1229,14,"600GB","Toshiba",FALSE
1230,20,"1TB","Seagate",FALSE
1231,16,"1TB","Hitachi",FALSE
1232,15,"600GB","Hitachi",FALSE
1233,11,"1TB","Hitachi",FALSE
1234,18,"300GB","Toshiba",FALSE
1235,22,"600GB","Toshiba",FALSE
1236,14,"600GB","Hitachi",FALSE
1237,14,"300GB","Hitachi",FALSE
1238,14,"1TB","Hitachi",FALSE
1239,18,"300GB","Hitachi",FALSE
1240,15,"300GB","Toshiba",FALSE
1241,12,"300GB","Hitachi",FALSE
1242,17,"300GB","Fujitsu",FALSE
1243,20,"1TB","Hitachi",FALSE
1244,8,"600GB","Hitachi",FALSE
1245,17,"600GB","Seagate",FALSE
1246,13,"1TB","Toshiba",FALSE
1247,11,"600GB","Seagate",FALSE
1248,14,"1TB","Toshiba",FALSE
1249,12,"1TB","Toshiba",FALSE
1250,14,"1TB","Seagate",FALSE
1251,15,"600GB","Hitachi",FALSE
1252,19,"1TB","Fujitsu",FALSE
1253,13,"600GB","Toshiba",FALSE
1254,16,"600GB","Toshiba",FALSE
1255,12,"600GB","Seagate",FALSE
1256,14,"300GB","Hitachi",FALSE
1257,15,"300GB","Fujitsu",FALSE
1258,13,"600GB","Hitachi",FALSE
1259,21,"1TB","Seagate",FALSE
1260,14,"600GB","Hitachi",FALSE
1261,18,"1TB","Toshiba",FALSE
1262,15,"600GB","Toshiba",FALSE
1263,14,"300GB","Hitachi",FALSE
1264,23,"1TB","Toshiba",FALSE
1265,17,"600GB","Toshiba",FALSE
1266,20,"1TB","Fujitsu",FALSE
1267,20,"1TB","Fujitsu",FALSE
1268,11,"300GB","Fujitsu",FALSE
1269,9,"600GB","Fujitsu",FALSE
1270,17,"1TB","Hitachi",FALSE
1271,24,"1TB","Seagate",FALSE
1272,20,"1TB","Toshiba",FALSE
1273,20,"600GB","Toshiba",FALSE
1274,7,"600GB","Hitachi",FALSE
1275,13,"300GB","Seagate",FALSE
1276,21,"1TB","Fujitsu",FALSE
1277,19,"600GB","Fujitsu",FALSE
1278,17,"1TB","Hitachi",FALSE
1279,19,"1TB","Toshiba",FALSE
1280,17,"600GB","Hitachi",FALSE
1281,10,"300GB","Fujitsu",FALSE
1282,12,"1TB","Seagate",FALSE
1283,18,"300GB","Seagate",FALSE
1284,12,"300GB","Toshiba",FALSE
1285,8,"300GB","Fujitsu",FALSE
1286,16,"1TB","Toshiba",FALSE
1287,13,"300GB","Hitachi",FALSE
1288,18,"300GB","Seagate",FALSE
1289,19,"600GB","Fujitsu",FALSE
1290,11,"1TB","Seagate",FALSE
1291,19,"300GB","Toshiba",FALSE
1292,10,"600GB","Hitachi",FALSE
1293,19,"300GB","Fujitsu",FALSE
1294,22,"1TB","Toshiba",FALSE
1295,14,"300GB","Hitachi",FALSE
1296,19,"300GB","Toshiba",FALSE
1297,16,"1TB","Fujitsu",FALSE
1298,13,"300GB","Hitachi",FALSE
1299,16,"600GB","Hitachi",FALSE
1300,20,"300GB","Fujitsu",FALSE
1301,18,"600GB","Seagate",FALSE
1302,17,"600GB","Hitachi",FALSE
1303,13,"1TB","Hitachi",FALSE
1304,13,"1TB","Hitachi",FALSE
1305,14,"1TB","Toshiba",FALSE
1306,15,"1TB","Fujitsu",FALSE
1307,17,"300GB","Fujitsu",FALSE
1308,14,"600GB","Hitachi",FALSE
1309,15,"300GB","Hitachi",FALSE
1310,12,"600GB","Seagate",FALSE
1311,11,"1TB","Toshiba",FALSE
1312,10,"600GB","Toshiba",FALSE
1313,19,"1TB","Seagate",FALSE
1314,14,"1TB","Seagate",FALSE
1315,8,"1TB","Hitachi",FALSE
1316,9,"600GB","Hitachi",FALSE
1317,13,"1TB","Toshiba",FALSE
1318,11,"1TB","Fujitsu",FALSE
1319,10,"600GB","Hitachi",FALSE
1320,11,"600GB","Seagate",FALSE
1321,16,"600GB","Fujitsu",FALSE
1322,19,"600GB","Hitachi",FALSE
1323,19,"600GB","Toshiba",FALSE
1324,20,"1TB","Toshiba",FALSE
1325,16,"1TB","Toshiba",FALSE
1326,14,"1TB","Toshiba",FALSE
1327,16,"300GB","Fujitsu",FALSE
1328,17,"1TB","Fujitsu",FALSE
1329,13,"600GB","Fujitsu",FALSE
1330,18,"600GB","Hitachi",FALSE
1331,13,"600GB","Toshiba",FALSE
1332,17,"600GB","Toshiba",FALSE
1333,17,"600GB","Fujitsu",FALSE
1334,13,"300GB","Seagate",FALSE
1335,17,"1TB","Hitachi",FALSE
1336,15,"1TB","Seagate",FALSE
1337,17,"300GB","Seagate",FALSE
1338,17,"600GB","Seagate",FALSE
1339,16,"600GB","Toshiba",FALSE
1340,21,"1TB","Hitachi",FALSE
1341,11,"600GB","Hitachi",FALSE
1342,6,"300GB","Seagate",FALSE
1343,14,"600GB","Seagate",FALSE
1344,15,"300GB","Seagate",FALSE
1345,17,"600GB","Fujitsu",FALSE
1346,22,"1TB","Hitachi",FALSE
1347,20,"1TB","Hitachi",FALSE
1348,19,"600GB","Fujitsu",FALSE
1349,20,"1TB","Seagate",FALSE
1350,18,"600GB","Toshiba",FALSE
1351,21,"600GB","Seagate",FALSE
1352,12,"600GB","Hitachi",FALSE
1353,24,"600GB","Seagate",FALSE
1354,6,"600GB","Toshiba",FALSE
1355,13,"600GB","Toshiba",FALSE
1356,18,"300GB","Fujitsu",FALSE
1357,15,"1TB","Toshiba",FALSE
1358,17,"1TB","Toshiba",FALSE
1359,17,"1TB","Seagate",FALSE
1360,19,"1TB","Toshiba",FALSE
1361,16,"1TB","Fujitsu",FALSE
1362,13,"300GB","Hitachi",FALSE
1363,17,"300GB","Seagate",FALSE
1364,16,"300GB","Hitachi",FALSE
1365,21,"300GB","Seagate",FALSE
1366,14,"300GB","Hitachi",FALSE
1367,17,"300GB","Hitachi",FALSE
1368,22,"600GB","Seagate",FALSE
1369,21,"300GB","Seagate",FALSE
1370,16,"600GB","Toshiba",FALSE
1371,13,"1TB","Toshiba",FALSE
1372,22,"300GB","Toshiba",FALSE
1373,17,"300GB","Fujitsu",FALSE
1374,22,"600GB","Toshiba",FALSE
1375,12,"300GB","Toshiba",FALSE
1376,16,"300GB","Hitachi",FALSE
1377,14,"300GB","Hitachi",FALSE
1378,19,"1TB","Toshiba",FALSE
1379,17,"1TB","Hitachi",FALSE
1380,18,"300GB","Fujitsu",FALSE
1381,16,"300GB","Toshiba",FALSE
